iter	Logloss
378	0.2126841382
379	0.2124760166
380	0.2123452239
381	0.2122147339
382	0.2119975273
383	0.2118342111
384	0.2116543863
385	0.2113343353
386	0.2111493916
387	0.2110505836
388	0.2108417717
389	0.2106742325
390	0.2105107398
391	0.2103562776
392	0.2101131159
393	0.2100064127
394	0.2098469854
395	0.2096212325
396	0.2094558405
397	0.2093742532
398	0.2092648491
399	0.2091173896
400	0.2089526469
401	0.2087904158
402	0.2086207487
403	0.2085018756
404	0.2083381058
405	0.2081911682
406	0.2080113626
407	0.2078755357
408	0.2075827062
409	0.2073977256
410	0.2072411293
411	0.2070783363
412	0.2068378861
413	0.2066578428
414	0.2065490425
415	0.2064271136
416	0.2063272148
417	0.2062285673
418	0.2061312538
419	0.206022173
420	0.2058467573
421	0.2057438099
422	0.2055325177
423	0.2053308693
424	0.2052087307
425	0.2051092825
426	0.2050094299
427	0.2047870438
428	0.2045891439
429	0.2044384329
430	0.2042756607
431	0.2041135502
432	0.203944341
433	0.2036956872
434	0.2035848898
435	0.203353476
436	0.203214166
437	0.2030948004
438	0.2029557091
439	0.2026784708
440	0.2024640489
441	0.2023345719
442	0.2021425389
443	0.2019817762
444	0.2018099167
445	0.2015898272
446	0.2014937172
447	0.2013057986
448	0.2011084342
449	0.2009110581
450	0.200827481
451	0.2006091184
452	0.2004579031
453	0.2003156396
454	0.200200405
455	0.2000631772
456	0.1998892491
457	0.1998119423
458	0.1996799882
459	0.1995448236
460	0.1993311457
461	0.1992210133
462	0.1990785568
463	0.1989594902
464	0.1988473893
465	0.1986690971
466	0.1985606664
467	0.1984207124
468	0.1982997444
469	0.1981922877
470	0.1980805187
471	0.1979484162
472	0.1978208587
473	0.1976646874
474	0.1974875887
475	0.1973573563
476	0.197272935
477	0.1971487933
478	0.1969959818
479	0.1968794807
480	0.1967869834
481	0.1966422345
482	0.1965491541
483	0.1963894924
484	0.196222435
485	0.1960657033
486	0.1959131187
487	0.1957185231
488	0.1955813794
489	0.1954646
490	0.1953651297
491	0.1952795161
492	0.1951806372
493	0.1950372088
494	0.1949409674
495	0.1947875456
496	0.1946913951
497	0.1945466869
498	0.194464832
499	0.1943004831
500	0.1941526175
501	0.1940083586
502	0.1939302159
503	0.1937972518
504	0.1936600492
505	0.1935995706
506	0.1935037251
507	0.1933789963
508	0.1932279654
509	0.1931028978
510	0.1929890742
511	0.1927608341
512	0.192689063
513	0.1926074012
514	0.1924460999
515	0.1922847721
516	0.1920862592
517	0.1920131187
518	0.1918250324
519	0.1917520969
520	0.1916364613
521	0.1914833498
522	0.1913570805
523	0.1912692768
524	0.1911500725
525	0.1909781917
526	0.1907473344
527	0.1906325453
528	0.190497245
529	0.1903523144
530	0.1902242788
531	0.1901175981
532	0.1899881438
533	0.189889572
534	0.1897644398
535	0.1896083168
536	0.1895427847
537	0.1894513807
538	0.1893670927
539	0.1892812598
540	0.1891624534
541	0.1890688677
542	0.1889149174
543	0.1887940811
544	0.1886983149
545	0.1885861034
546	0.1884700577
547	0.188401597
548	0.1883088465
549	0.1881520307
550	0.1880421822
551	0.1879662553
552	0.1878560536
553	0.1877668653
554	0.1876298342
555	0.1874377603
556	0.1873161213
557	0.1872451462
558	0.1871661104
559	0.1870996287
560	0.1868398796
561	0.1867330935
562	0.1865754414
563	0.1864772892
564	0.1862907943
565	0.1862014446
566	0.1861081153
567	0.1860289233
568	0.1859638457
569	0.1857908698
570	0.1856994498
571	0.1854316477
572	0.1852688896
573	0.1851626443
574	0.185042347
575	0.1849765913
576	0.1848206432
577	0.1847572929
578	0.1845869693
579	0.1844751898
580	0.1843943171
581	0.1843286862
582	0.1842147097
583	0.1839628114
584	0.1838343855
585	0.1837472722
586	0.1836230167
587	0.1835235906
588	0.1834648243
589	0.1832950679
590	0.1832541446
591	0.1831922077
592	0.1830868816
593	0.182966371
594	0.1828262323
595	0.1827101313
596	0.1826389871
597	0.1825623287
598	0.182443502
599	0.1823651722
600	0.1822488446
601	0.182141593
602	0.1820630166
603	0.1819140937
604	0.181831206
605	0.1817248788
606	0.1816369997
607	0.1814960695
608	0.1813771094
609	0.1813121318
610	0.1812437355
611	0.1811584892
612	0.1810604592
613	0.1809145524
614	0.1808135313
615	0.1805856608
616	0.1804565802
617	0.180295744
618	0.1802530033
619	0.1801802221
620	0.1800475537
621	0.1798901937
622	0.1797302605
623	0.1795076692
624	0.1794045379
625	0.1793213143
626	0.1792062762
627	0.1791480148
628	0.179073404
629	0.1789337845
630	0.1788086976
631	0.1787555202
632	0.1786240802
633	0.178475266
634	0.178355397
635	0.1782576401
636	0.1781786542
637	0.1781203916
638	0.1780321683
639	0.1779520034
640	0.1778236558
641	0.1776730478
642	0.1776323049
643	0.1775408972
644	0.1774158643
645	0.1773397203
646	0.1772160236
647	0.1771348686
648	0.1770298072
649	0.176951379
650	0.1768665662
651	0.1767493153
652	0.1766550192
653	0.1765921449
654	0.1765007295
655	0.1762701808
656	0.1761799847
657	0.1761368312
658	0.1760422885
659	0.1759279955
660	0.1758676978
661	0.1757844176
662	0.1756484113
663	0.1755165777
664	0.1754317059
665	0.1752753106
666	0.1750989847
667	0.1750328119
668	0.1749851874
669	0.1748544747
670	0.1747305778
671	0.1746445481
672	0.1745128828
673	0.1744382704
674	0.1743340207
675	0.1742437176
676	0.174133049
677	0.1740331738
678	0.1739244977
679	0.1738290988
680	0.1736626371
681	0.1735917221
682	0.1735351923
683	0.173419499
684	0.17335461
685	0.1733006788
686	0.1732195936
687	0.1731354973
688	0.1730714363
689	0.1729830553
690	0.1729435252
691	0.172837113
692	0.172721514
693	0.1726029114
694	0.1724944028
695	0.1724430208
696	0.172364028
697	0.17228401
698	0.1722041517
699	0.1721396394
700	0.1720527835
701	0.1720097876
702	0.1719242616
703	0.171853755
704	0.1717692052
705	0.1716891998
706	0.1716159538
707	0.1715073833
708	0.1714535871
709	0.171394134
710	0.1713400964
711	0.1712756515
712	0.1711919993
713	0.171093699
714	0.1709759065
715	0.1708810189
716	0.170835286
717	0.170735228
718	0.1706612222
719	0.1705749688
720	0.1704400944
721	0.1703732407
722	0.1702602
723	0.1701326227
724	0.1700263828
725	0.1699581814
726	0.1698559911
727	0.1697127272
728	0.1695763085
729	0.1694769221
730	0.1693417847
731	0.1691106591
732	0.16899292
733	0.1688648377
734	0.1687386478
735	0.1686410468
736	0.16855092
737	0.1684003304
738	0.1683159782
739	0.1681990624
740	0.1680904519
741	0.1679975856
742	0.1679162678
743	0.167844961
744	0.1677541582
745	0.1677276965
746	0.1676242693
747	0.1675308381
748	0.167442868
749	0.1672462447
750	0.1672080908
751	0.1671651959
752	0.1670736733
753	0.1670237748
754	0.1669552806
755	0.1668714378
756	0.1668164779
757	0.1667495628
758	0.1666313632
759	0.1665231488
760	0.1663944112
761	0.1662699609
762	0.1661493572
763	0.1660562856
764	0.1659607661
765	0.1658843794
766	0.1658228756
767	0.16573798
768	0.1656976913
769	0.1656348083
770	0.1655596964
771	0.1654478223
772	0.1654007916
773	0.1653438742
774	0.1652723979
775	0.1651556927
776	0.1650501379
777	0.1650054761
778	0.1649137101
779	0.1648233254
780	0.1647436052
781	0.1646901541
782	0.1645928618
783	0.1644986889
784	0.1644618426
785	0.1643745643
786	0.1642687
787	0.1641561557
788	0.1641101977
789	0.1640667378
790	0.1640050232
791	0.1639437654
792	0.1638282066
793	0.1637839262
794	0.1637114513
795	0.1636691724
796	0.1635989653
797	0.1635376783
798	0.163450387
799	0.1633200385
800	0.1632282877
801	0.1631459994
802	0.1630772675
803	0.1630128351
804	0.1629133604
805	0.1627556834
806	0.1626735095
807	0.1626376979
808	0.1625533317
809	0.1624641565
810	0.1624168227
811	0.1623337441
812	0.1622654868
813	0.162210552
814	0.1621444388
815	0.1620700206
816	0.1620012156
817	0.1619181973
818	0.1618555557
819	0.1617682635
820	0.1616619119
821	0.1616028114
822	0.1614964061
823	0.1614151968
824	0.1613430109
825	0.1612388044
826	0.161117092
827	0.1610744044
828	0.1609967994
829	0.1608800925
830	0.1608043785
831	0.1605664192
832	0.1604623831
833	0.160355268
834	0.1603234526
835	0.1602834602
836	0.1602033938
837	0.1601726649
838	0.1600441744
839	0.159986378
840	0.159930056
841	0.1598032603
842	0.1597115368
843	0.1596057774
844	0.1595042105
845	0.159473462
846	0.1593525659
847	0.159275317
848	0.1592217381
849	0.1591665989
850	0.1590924531
851	0.1590116815
852	0.158931358
853	0.1588363303
854	0.1587388565
855	0.1586524818
856	0.1585818757
857	0.1585031157
858	0.1583914691
859	0.1582755267
860	0.1581913154
861	0.1581395709
862	0.1580271023
863	0.1578878626
864	0.1578353576
865	0.1577705225
866	0.157666529
867	0.1575599777
868	0.1575029209
869	0.1573926447
870	0.1573243561
871	0.1572422007
872	0.1571511366
873	0.1570730933
874	0.1569927603
875	0.1569380971
876	0.1568804988
877	0.1568312834
878	0.1567754459
879	0.1567338691
880	0.1566319398
881	0.1565528791
882	0.1565122554
883	0.156431197
884	0.1563862261
885	0.1563413285
886	0.156265276
887	0.1561761004
888	0.1560610106
889	0.1560023194
890	0.1559058841
891	0.1557728949
892	0.1557238876
893	0.1555964128
894	0.155515994
895	0.1554601928
896	0.1553832917
897	0.1552867798
898	0.1552077081
899	0.155119094
900	0.1550846022
901	0.1550147114
902	0.1549620248
903	0.1548873995
904	0.1548069915
905	0.154734442
906	0.1546541446
907	0.1545726448
908	0.1544821957
909	0.154405914
910	0.1543549095
911	0.1542698918
912	0.1541985616
913	0.154153977
914	0.1540034179
915	0.1539740875
916	0.153896543
917	0.1538208909
918	0.153714804
919	0.153620603
920	0.1535382877
921	0.1534622866
922	0.1533963511
923	0.1532907257
924	0.1532440643
925	0.1531297106
926	0.1530641847
927	0.1530173589
928	0.1529293318
929	0.1528036001
930	0.1526965283
931	0.152622089
932	0.1525617978
933	0.1525292189
934	0.1524418834
935	0.1523341572
936	0.1522214026
937	0.1521410794
938	0.1520798894
939	0.1519957634
940	0.1518554285
941	0.1517723051
942	0.1517004868
943	0.151596056
944	0.1515559488
945	0.1514573436
946	0.151308711
947	0.1512691547
948	0.1512258288
949	0.1511730206
950	0.1511415732
951	0.1510524468
952	0.1509785279
953	0.1508679208
954	0.1507670435
955	0.1507148047
956	0.1506617257
957	0.1506304881
958	0.1505705653
959	0.1504849294
960	0.1503960891
961	0.1503394333
962	0.1502575875
963	0.1502019018
964	0.1501246428
965	0.1500599642
966	0.1499649237
967	0.1499281143
968	0.149796096
969	0.1497034884
970	0.1496503103
971	0.1495539624
972	0.1494582172
973	0.1493759113
974	0.1493144562
975	0.149268891
976	0.1491785728
977	0.1491061569
978	0.1490261674
979	0.1489774099
980	0.1489408296
981	0.1488434964
982	0.1487994959
983	0.1487560557
984	0.148677168
985	0.148635478
986	0.1485865146
987	0.1485286485
988	0.1484780255
989	0.1483908219
990	0.1483508223
991	0.1483167924
992	0.1482484742
993	0.1481566009
994	0.1480545037
995	0.147987714
996	0.1478747647
997	0.1477536471
998	0.1476856243
999	0.1476175031
